URL,关闭时间,创建时间,创建者,序号,更新时间,标签,标签数,标题,正文长度,正文预览,状态,类型,编号,获取时间,评论数,页码
https://github.com/microsoft/vscode/issues/290342,,2026-01-26T09:04:11Z,CoolRainLy,909,2026-01-26T09:11:23Z,"feature-request, chat-agent-editing",2,"Support atomic undo for ""Accept All"" Copilot changes (like Cursor IDE)",1179,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,290342,2026-02-04T11:33:16.362008,2,11
https://github.com/microsoft/vscode/issues/290327,,2026-01-26T06:28:12Z,bpasero,910,2026-01-26T16:10:29Z,"bug, debt",2,Lifecycle of `ChatEditingModifiedDocumentEntry` and `ChatEditingModifiedNotebookEntry`,307,"Found an error telemetry report about many undisposed of these:

https://github.com/microsoft/vscode...",open,Issue,290327,2026-02-04T11:33:16.362022,0,11
https://github.com/microsoft/vscode/issues/290326,,2026-01-26T06:22:30Z,bpasero,911,2026-01-28T18:42:31Z,"bug, error-telemetry",2,[Unhandled Error] Cannot read properties of undefined (reading 'toString'),2412,"Issue created from VS Code Errors Analysis Dashboard

## Error Bucket
`75ca6d07-96c8-0184-3025-06909...",open,Issue,290326,2026-02-04T11:33:16.362032,1,11
https://github.com/microsoft/vscode/issues/290324,,2026-01-26T06:19:59Z,bpasero,912,2026-01-28T18:42:38Z,"bug, error-telemetry",2,[Unhandled Error] Cannot read properties of null (reading 'getLineContent'),2521,"Issue created from VS Code Errors Analysis Dashboard

## Error Bucket
`11892835-dd4a-f1d9-8ba1-9b76c...",open,Issue,290324,2026-02-04T11:33:16.362043,1,11
https://github.com/microsoft/vscode/issues/290319,,2026-01-26T05:45:24Z,rwoll,913,2026-01-29T20:59:06Z,,0,askQuestion tool enabled in YOLO mode,131,"askQuestion tool is being triggered in YOLO mode in insiders. In YOLO mode, I would not expect to ne...",open,Issue,290319,2026-02-04T11:33:16.362052,1,11
https://github.com/microsoft/vscode/issues/290314,,2026-01-26T03:37:17Z,MeditatorLiu,914,2026-02-02T14:25:59Z,"triage-needed, stale",2,Access token missing for Azure openai,2159,"
Type: <b>Bug</b>

I can use custom models with endpoint and access token on earlier versions, but t...",open,Issue,290314,2026-02-04T11:33:16.362063,2,11
https://github.com/microsoft/vscode/issues/290311,,2026-01-26T03:08:32Z,yvesJotres,915,2026-01-27T16:19:37Z,info-needed,1,Loss of files,1994,"
Type: <b>Bug</b>

Mistakenly Deleting all Safetensors file, when i ask to reorganized files

Extens...",open,Issue,290311,2026-02-04T11:33:16.362076,2,11
https://github.com/microsoft/vscode/issues/290304,,2026-01-26T00:37:20Z,RoyceEColeman,916,2026-01-26T09:09:58Z,,0,Copilot-edited files get out of sync with code editor,8308,"
Type: <b>Bug</b>

In a dev container, run a lengthy Copilot agent mode task that requires creating ...",open,Issue,290304,2026-02-04T11:33:16.362085,1,11
https://github.com/microsoft/vscode/issues/290293,,2026-01-25T21:32:30Z,chrmarti,917,2026-01-25T21:34:41Z,,0,Chat: Don't jump on first change,9326,"
Type: <b>Bug</b>

When I continue browsing or reviewing the code, the jumping to the first change w...",open,Issue,290293,2026-02-04T11:33:16.362095,1,11
https://github.com/microsoft/vscode/issues/290290,,2026-01-25T20:11:45Z,digitarald,918,2026-01-25T20:11:46Z,"feature-request, chat-prompts",2,Agent Skill: Allow users to enable/disable specific skills,400,"Useful to quickly install more skills and explore them, but disabling them when they get in the way....",open,Issue,290290,2026-02-04T11:33:16.362106,0,11
https://github.com/microsoft/vscode/issues/290274,,2026-01-25T17:51:24Z,roblourens,919,2026-01-29T16:37:10Z,"bug, freeze-slow-crash-leak",2,Just scrolling around creates a lot of TextModels,6536,"- Have a stopped chat session with some edits
- Scroll around
- As codeblock edit pills are rendered...",open,Issue,290274,2026-02-04T11:33:16.362116,0,11
https://github.com/microsoft/vscode/issues/290272,,2026-01-25T17:17:36Z,theReynald,920,2026-01-26T23:07:47Z,,0,Skill changes in skill.md don’t apply until VS Code restart or new chat session,7946,"
Type: <b>Bug</b>

Description

After editing and saving skill.md, running the skill again in the sa...",open,Issue,290272,2026-02-04T11:33:16.362125,5,11
https://github.com/microsoft/vscode/issues/290270,,2026-01-25T16:24:41Z,codingU4EA,921,2026-01-26T11:00:33Z,"feature-request, terminal, layout",3,Add 2 more buttons to improve the toggle of Panel Sizes,1569,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,290270,2026-02-04T11:33:16.362136,2,11
https://github.com/microsoft/vscode/issues/290268,,2026-01-25T16:09:15Z,softbryanorg-star,922,2026-01-26T14:08:44Z,,0,i have an issue,2200,"
Type: <b>Bug</b>

i have installed copilot on my windows system and i am signed in to git hub yet c...",open,Issue,290268,2026-02-04T11:33:16.362143,0,11
https://github.com/microsoft/vscode/issues/290267,,2026-01-25T15:38:00Z,Rolanddoda,923,2026-01-27T16:10:09Z,,0,Popup for Google model,28341,"
Type: <b>Bug</b>

Honestly I don't know but the Popup for the Google model isn't opening. I probabl...",open,Issue,290267,2026-02-04T11:33:16.362152,3,11
https://github.com/microsoft/vscode/issues/290266,,2026-01-25T14:53:17Z,hediet,924,2026-01-28T19:51:55Z,"feature-request, chat-tools",2,Need a way to inspect every tool call to understand how the LLM operates / what bugs the tools have,351,"The current log view is not sufficient.

This shouln't be for debugging, but for understanding the t...",open,Issue,290266,2026-02-04T11:33:16.362162,3,11
https://github.com/microsoft/vscode/issues/290264,,2026-01-25T14:33:41Z,pculligan,925,2026-01-27T16:18:32Z,info-needed,1,Cannot Use OpenAI from Copilot Chat,1622,"<!-- Please search existing issues to avoid creating duplicates -->
<!-- Please attach logs to help ...",open,Issue,290264,2026-02-04T11:33:16.362171,1,11
https://github.com/microsoft/vscode/issues/290263,,2026-01-25T14:32:40Z,gdfbsgs,926,2026-01-29T20:59:51Z,info-needed,1,doesnt start at all,2127,"
Type: <b>Bug</b>

Chat took too long to get ready. Please ensure you are signed in to GitHub and th...",open,Issue,290263,2026-02-04T11:33:16.362179,1,11
https://github.com/microsoft/vscode/issues/290255,,2026-01-25T14:18:48Z,willianfco,927,2026-01-25T14:20:14Z,ai-translated,1,Nao processa request,2084,"
Type: <b>Bug</b>

Eu solicitei uma legenda para uma imagem e ele retornou erro 413, a imagem é rela...",open,Issue,290255,2026-02-04T11:33:16.362187,2,11
https://github.com/microsoft/vscode/issues/290254,,2026-01-25T13:29:13Z,Weijiang-Xiong,928,2026-01-28T19:15:11Z,,0,Separate copilot inline suggestions from chat,1079,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,290254,2026-02-04T11:33:16.362195,1,11
https://github.com/microsoft/vscode/issues/290243,,2026-01-25T09:23:54Z,bpasero,929,2026-01-30T19:29:29Z,"bug, chat-claude-agent",2,Claude sessions: fill in more sessions property,457,https://github.com/microsoft/vscode-copilot-chat/blob/beb172e73ae347bf9a290396711fa3a85dda6064/src/e...,open,Issue,290243,2026-02-04T11:33:16.362204,0,11
https://github.com/microsoft/vscode/issues/290242,,2026-01-25T09:22:06Z,bpasero,930,2026-01-29T08:09:21Z,"feature-request, chat-claude-agent",2,Claude sessions: filter by workspace,348,https://github.com/microsoft/vscode-copilot-chat/blob/beb172e73ae347bf9a290396711fa3a85dda6064/src/e...,open,Issue,290242,2026-02-04T11:33:16.362213,6,11
https://github.com/microsoft/vscode/issues/290240,,2026-01-25T09:04:21Z,asmrtfm,931,2026-02-01T09:16:06Z,"triage-needed, stale",2,editor.find should be case-sensitive by default or allow configuring,548,"There is no such thing as a case-insensitive programming language.
It is extremely annoying (and dan...",open,Issue,290240,2026-02-04T11:33:16.362224,1,11
https://github.com/microsoft/vscode/issues/290229,,2026-01-25T07:04:18Z,bhavyaus,932,2026-01-27T13:12:24Z,debt,1,Update token counting calculation for telemetry to reuse context window widget token details,204,"
The context window widget already computes detailed token breakdowns. The telemetry system should b...",open,Issue,290229,2026-02-04T11:33:16.362234,0,11
https://github.com/microsoft/vscode/issues/290217,,2026-01-25T05:16:25Z,wmthor,933,2026-01-26T10:28:40Z,,0,Github Copilot Restore Checkpoint does not go back to Plan Mode,687,"System Information: 
- Copilot Chat Extension Version: 0.37.2026012202
- VS Code Version: 1.109.0-in...",open,Issue,290217,2026-02-04T11:33:16.362243,0,11
https://github.com/microsoft/vscode/issues/290202,,2026-01-25T03:08:38Z,KeithIsSleeping,934,2026-01-25T03:09:31Z,,0,chat.instructionsFilesLocations: Relative paths outside workspace are detected but not readable,1341,# Bug: Instructions configured with relative paths in `chat.instructionsFilesLocations` are visible ...,open,Issue,290202,2026-02-04T11:33:16.362251,0,11
https://github.com/microsoft/vscode/issues/290201,,2026-01-25T02:54:11Z,alunamun,935,2026-01-25T02:55:42Z,,0,Copy data from copilot chat,586,"
Type: <b>Feature Request</b>

I asked copilot to do a report on a custom file format that describes...",open,Issue,290201,2026-02-04T11:33:16.362258,1,11
https://github.com/microsoft/vscode/issues/290187,,2026-01-24T22:50:09Z,primo4e,936,2026-01-26T14:09:01Z,,0,Agent stuck,2206,"
Type: <b>Bug</b>

The agent just keeps asking the same thing nmo matter my prompt and this last tim...",open,Issue,290187,2026-02-04T11:33:16.362266,0,11
https://github.com/microsoft/vscode/issues/290184,,2026-01-24T22:09:11Z,DhitalPrakriti,937,2026-01-26T14:09:02Z,,0,Github copilot,2644,"
Type: <b>Bug</b>

Even if i disable github copilot its still giving me ideas and i dont want that p...",open,Issue,290184,2026-02-04T11:33:16.362273,0,11
https://github.com/microsoft/vscode/issues/290183,,2026-01-24T21:53:08Z,praeclarum,938,2026-01-24T22:07:43Z,,0,Can't select long text in Chat window,3578,"
Type: <b>Bug</b>

Since a few updates ago, you can no longer select long text in the chat window be...",open,Issue,290183,2026-02-04T11:33:16.362280,2,11
https://github.com/microsoft/vscode/issues/290182,,2026-01-24T21:52:14Z,isaiahmauyon,939,2026-01-29T15:29:32Z,info-needed,1,Can't split Editor on the new version of VS code.,4696,"
Type: <b>Performance Issue</b>

After downloading the new version of VS code, i can't split my Edit...",open,Issue,290182,2026-02-04T11:33:16.362290,3,11
https://github.com/microsoft/vscode/issues/290181,,2026-01-24T21:48:20Z,tbenbrahim,940,2026-01-24T21:50:11Z,,0,Copilot Subagent does not have edit tool access when invoking agent does not have edit tool accesss,3910,"
Type: <b>Bug</b>

1. create a ""manager"" agent with no edit tool
2. create a ""developer"" agent with ...",open,Issue,290181,2026-02-04T11:33:16.362297,0,11
https://github.com/microsoft/vscode/issues/290178,,2026-01-24T21:29:42Z,FredrikFolkeryd,941,2026-02-02T15:02:06Z,,0,"prompts-diagnostics-provider reports valid relative links as ""File not found"" in copilot-instructions.md",1159,"- Copilot Chat Extension Version: 0.36.2
- VS Code Version: 1.108.1
- OS Version: macOS 26.2 (arm64)...",open,Issue,290178,2026-02-04T11:33:16.362304,6,11
https://github.com/microsoft/vscode/issues/290175,,2026-01-24T20:16:46Z,raj312,942,2026-01-26T09:22:09Z,"bug, network",2,network error. Please try again later. Request id: e3b8f45f-1d25-4e31-b479-09fbfb8367c2,1954,"
Type: <b>Bug</b>

Sorry, there was a network error. Please try again later. Request id: e3b8f45f-1d...",open,Issue,290175,2026-02-04T11:33:16.362313,1,11
https://github.com/microsoft/vscode/issues/290168,,2026-01-24T19:37:25Z,hediet,943,2026-01-28T06:52:44Z,"polish, triage-needed",2,Diff Editor is not layouted properly and leaves its container,130,"<img width=""180"" height=""152"" alt=""Image"" src=""https://github.com/user-attachments/assets/15f12f46-5...",open,Issue,290168,2026-02-04T11:33:16.362322,1,11
https://github.com/microsoft/vscode/issues/290162,,2026-01-24T19:26:17Z,hediet,944,2026-01-24T20:21:16Z,papercut :drop_of_blood:,1,Cannot select command text,89,![Image](https://github.com/user-attachments/assets/cdb89769-a632-4bcb-9ea2-1e3ff9fee968)...,open,Issue,290162,2026-02-04T11:33:16.362330,1,11
https://github.com/microsoft/vscode/issues/290161,,2026-01-24T19:10:51Z,plushveil,945,2026-02-02T17:59:41Z,,0,Chat Does Not Execute MCP Tools Reliably / No Direct Tool Invocation,1366,"<img width=""1096"" height=""276"" alt=""Image"" src=""https://github.com/user-attachments/assets/cdf06d1f-...",open,Issue,290161,2026-02-04T11:33:16.362337,1,11
https://github.com/microsoft/vscode/issues/290157,,2026-01-24T18:24:19Z,TylerLeonhardt,946,2026-01-24T18:51:15Z,"chat-input, chat-agent",2,Reload does not maintain agent harness choice,340,"* open window
* switch to anything other than Local (Background, Cloud, Claude)
* reload window
* 🐛 ...",open,Issue,290157,2026-02-04T11:33:16.362350,1,11
https://github.com/microsoft/vscode/issues/290154,,2026-01-24T17:16:51Z,bpasero,947,2026-01-29T18:28:02Z,"important, smoke-test-failure",2,Smoke test failures related to agent sessions welcome,476,"It seems the smoke test fails since https://github.com/microsoft/vscode/pull/290066 landed.

The smo...",open,Issue,290154,2026-02-04T11:33:16.362360,2,11
https://github.com/microsoft/vscode/issues/290151,,2026-01-24T16:59:06Z,1127,948,2026-01-26T14:09:04Z,,0,know strings vs arrays,2616,"
Type: <b>Bug</b>

That's wrong - $category is a string - not an array

Extension version: 1.388.0
V...",open,Issue,290151,2026-02-04T11:33:16.362368,0,11
https://github.com/microsoft/vscode/issues/290146,,2026-01-24T16:33:50Z,amyssnippet,949,2026-01-26T10:09:44Z,,0,[@types/vscode] The type for lineComment in CommentRule interface is out of date,1592,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: ht...",open,Issue,290146,2026-02-04T11:33:16.362379,2,11
https://github.com/microsoft/vscode/issues/290138,,2026-01-24T15:13:18Z,Tyriar,950,2026-02-01T15:18:39Z,"editor-minimap, under-discussion, editor-rendering",3,Minimap behaves strangely when scrolling past large section of code deleted in chat,230,"See how the line in the minimap turns to 1 line, moves up/down despite no lines actually being visib...",open,Issue,290138,2026-02-04T11:33:16.362390,2,11
https://github.com/microsoft/vscode/issues/290137,,2026-01-24T14:26:37Z,VilleUH,951,2026-01-24T14:27:33Z,,0,"The keybinding ""Github Copilot: Toggle (Enable/Disable)"" should also hide/show inline suggestion on trigger.",601,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,290137,2026-02-04T11:33:16.362398,0,11
https://github.com/microsoft/vscode/issues/290136,,2026-01-24T14:22:53Z,shakil1819,952,2026-01-24T15:10:19Z,,0,"Several key shortcuts are not working inside vs code insiders - Copy , Paste , Select all on Ubuntu 22.04",3478,"
Type: <b>Bug</b>

Several key shortcuts are not working inside vs code insiders - Copy , Paste , Se...",open,Issue,290136,2026-02-04T11:33:16.362406,0,11
https://github.com/microsoft/vscode/issues/290130,,2026-01-24T13:31:40Z,AndyP2,953,2026-01-26T14:09:09Z,,0,it read a secret from .env file and repeated it back for all to see,2934,"
Type: <b>Bug</b>

I had an api key in a .env file. It read the file and repeated the key back in th...",open,Issue,290130,2026-02-04T11:33:16.362415,1,11
https://github.com/microsoft/vscode/issues/290129,,2026-01-24T13:04:53Z,navaronbracke,954,2026-01-24T20:42:28Z,,0,The color preview / color picker displays in plain text files under certain circumstances,1935,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: ht...",open,Issue,290129,2026-02-04T11:33:16.362423,4,11
https://github.com/microsoft/vscode/issues/290127,,2026-01-24T12:22:31Z,anupamwtl,955,2026-01-26T14:09:11Z,,0,Chat took too long to get ready. Please ensure you are signed in to GitHub and that the extension GitHub.copilot-chat is installed and enabled.,2318,"
Type: <b>Bug</b>

Chat took too long to get ready. Please ensure you are signed in to GitHub and th...",open,Issue,290127,2026-02-04T11:33:16.362430,0,11
https://github.com/microsoft/vscode/issues/290123,,2026-01-24T08:54:24Z,nednednerb,956,2026-01-24T08:56:02Z,,0,"Agent claims to be running commands, but nothing happens",2647,"
Type: <b>Bug</b>

On occasion, usually late at night, copilot totally breaks down and can no long r...",open,Issue,290123,2026-02-04T11:33:16.362439,1,11
https://github.com/microsoft/vscode/issues/290117,,2026-01-24T07:53:12Z,vrajpatel2451,957,2026-01-29T21:06:34Z,info-needed,1,Everything getting slow and freezed,2850,"
Type: <b>Bug</b>

My github not working, node operations not working, everything getting slow I do ...",open,Issue,290117,2026-02-04T11:33:16.362448,5,11
https://github.com/microsoft/vscode/issues/290109,,2026-01-24T07:04:57Z,arsinclair,958,2026-02-03T16:35:51Z,"bug, polish, terminal-suggest",3,Terminal Quick Suggestions popup window overflows with the text editor,1805,"
Type: <b>Bug</b>

When I start typing in my terminal, the quick suggestions popup window is more th...",open,Issue,290109,2026-02-04T11:33:16.362460,2,11
https://github.com/microsoft/vscode/issues/290102,,2026-01-24T06:15:20Z,nicholasmabrams,959,2026-01-27T19:02:57Z,info-needed,1,Worker,5904,"
Type: <b>Performance Issue</b>

Worker initialization failure: EMFILE

Extension version: 0.36.2
VS...",open,Issue,290102,2026-02-04T11:33:16.362469,2,11
https://github.com/microsoft/vscode/issues/290096,,2026-01-24T05:08:43Z,cswilson252,960,2026-01-24T05:11:51Z,,0,Allow --ours and --theirs options for multiple files in large merge conflicts,716,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,290096,2026-02-04T11:33:16.362479,0,11
https://github.com/microsoft/vscode/issues/290093,,2026-01-24T04:47:49Z,ChayimEliazer,961,2026-01-26T14:09:18Z,"feature-request, editor-core",2,Provide 'Copy Declaration' on class/method name,353,"
Type: <b>Feature Request</b>

Implement a option to select a Method or entire Class by clicking on ...",open,Issue,290093,2026-02-04T11:33:16.362489,2,11
https://github.com/microsoft/vscode/issues/290088,,2026-01-24T03:48:58Z,ZenixR1,962,2026-01-30T12:18:43Z,,0,Hyprland DE is not being detected by os_crypt,3235,"
Type: <b>Bug</b>

Does this issue occur when all extensions are disabled?: Yes (confirmed with ""cod...",open,Issue,290088,2026-02-04T11:33:16.362498,0,11
https://github.com/microsoft/vscode/issues/290084,,2026-01-24T02:43:38Z,unthinkmedia,963,2026-01-24T02:46:29Z,"feature-request, browser-integration",2,Pin actions to browser header,693,"
<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Condu...",open,Issue,290084,2026-02-04T11:33:16.362507,0,11
https://github.com/microsoft/vscode/issues/290082,,2026-01-24T02:33:19Z,unthinkmedia,964,2026-01-24T02:34:14Z,"feature-request, browser-integration",2,Select type of browser data to delete,624,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,290082,2026-02-04T11:33:16.362516,0,11
https://github.com/microsoft/vscode/issues/290068,,2026-01-24T01:00:56Z,rak-ko,965,2026-01-24T01:39:47Z,,0,Window won't focus under native Wayland,4988,"
Type: <b>Bug</b>

### Steps to reproduce
1. Launch default vscode (```--ozone-platform=wayland```)
...",open,Issue,290068,2026-02-04T11:33:16.362525,2,11
https://github.com/microsoft/vscode/issues/290065,,2026-01-24T00:38:34Z,digitarald,966,2026-01-26T16:55:26Z,"terminal-rendering, chat-terminal",2,Opening Terminal from an agent confirm-input flow doesn't show all output,230,"Opened the terminal to understand what the confirmation is for, but it didn't have the full content ...",open,Issue,290065,2026-02-04T11:33:16.362535,1,11
https://github.com/microsoft/vscode/issues/290063,,2026-01-24T00:29:43Z,digitarald,967,2026-01-29T16:45:24Z,"bug, chat-mcp",2,MCP: structuredContent in tool result overrides content[].text sent to model,2488,"## Problem

When an MCP tool returns both `content[].text` and `structuredContent`, VS Code ignores ...",open,Issue,290063,2026-02-04T11:33:16.362544,1,11
https://github.com/microsoft/vscode/issues/290062,,2026-01-24T00:26:18Z,TylerLeonhardt,968,2026-01-28T16:54:31Z,"feature-request, chat-external-agent, claude-agent",3,Subagent support on the rendering side of things for Claude Agent,360,"This will need work in both the:
* content provider - understand the structure of the filesystem of ...",open,Issue,290062,2026-02-04T11:33:16.362555,0,11
https://github.com/microsoft/vscode/issues/290048,,2026-01-23T23:32:15Z,TylerLeonhardt,969,2026-01-28T16:54:30Z,"feature-request, chat-external-agent, claude-agent",3,"Make Claude Agent ""not preview""",55,"Issues to fix before making Claude Agent ""not preview""
...",open,Issue,290048,2026-02-04T11:33:16.362566,0,11
https://github.com/microsoft/vscode/issues/290034,,2026-01-23T22:20:44Z,xguarch,970,2026-01-24T00:32:01Z,"feature-request, chat-summarization",2,Warn and request approval before Copilot chat context trimming/editing,2221,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,290034,2026-02-04T11:33:16.362577,3,11
https://github.com/microsoft/vscode/issues/290030,,2026-01-23T22:15:09Z,Papa-Dris,971,2026-01-23T22:16:12Z,,0,Chat took too long to get ready,29556,"
Type: <b>Bug</b>

Chat took too long to get ready

Extension version: 0.37.2026012202
VS Code versi...",open,Issue,290030,2026-02-04T11:33:16.362585,0,11
https://github.com/microsoft/vscode/issues/290021,,2026-01-23T21:27:52Z,bs,972,2026-01-23T21:28:38Z,,0,Only old OpenAI models show up with BYOK,342,"Using the latest, but Code and Insider. I have a boilerplate openai api setup, nothing changed on my...",open,Issue,290021,2026-02-04T11:33:16.362592,0,11
https://github.com/microsoft/vscode/issues/290019,,2026-01-23T21:14:36Z,meganrogge,973,2026-01-23T21:38:13Z,"feature-request, accessibility, chat",3,Indicate what's new in each insider's on welcome page,139,We could use an LLM to generate this. Inspired by @rperez030 and his accessiblity custom agent. This...,open,Issue,290019,2026-02-04T11:33:16.362603,1,11
https://github.com/microsoft/vscode/issues/290018,,2026-01-23T21:13:14Z,meganrogge,974,2026-01-23T21:13:30Z,"feature-request, accessibility, chat",3,Add a command/kb to toggle thinking content inclusion/exclusion in the chat response accessible view,184,"After discussing with @jooyoungseo, @rperez030 and @accesswatch, we decided that providing a way to ...",open,Issue,290018,2026-02-04T11:33:16.362613,0,11
https://github.com/microsoft/vscode/issues/290017,,2026-01-23T21:11:27Z,meganrogge,975,2026-01-24T03:07:24Z,accessibility,1,Indicate find behavior in VS Code in editor's accessibility help dialog,438,"@accesswatch, @rperez030, @jooyoungseo and I discussed https://github.com/microsoft/vscode/issues/26...",open,Issue,290017,2026-02-04T11:33:16.362623,1,11
https://github.com/microsoft/vscode/issues/290013,,2026-01-23T20:48:16Z,mrairdon-midmark,976,2026-01-23T20:50:18Z,,0,Allow Copilot to read images using a built-in tool,1275,"## Current State

Currently there are two methods for allowing Copilot in VSCode to read images:

1....",open,Issue,290013,2026-02-04T11:33:16.362631,0,11
https://github.com/microsoft/vscode/issues/290009,,2026-01-23T20:09:45Z,joshspicer,977,2026-01-30T12:19:28Z,,0,"Expose configurable private {extension,mcp} marketplace when launching code server",376,"
From customers that want to use code-server and also use private marketplace functionality. 

These...",open,Issue,290009,2026-02-04T11:33:16.362638,2,11
https://github.com/microsoft/vscode/issues/289991,,2026-01-23T18:44:00Z,Ali6999,978,2026-01-29T21:08:22Z,info-needed,1,error ,1962,"
Type: <b>Bug</b>

Chat took too long to get ready. Please ensure you are signed in to GitHub and th...",open,Issue,289991,2026-02-04T11:33:16.362649,1,11
https://github.com/microsoft/vscode/issues/289990,,2026-01-23T18:42:43Z,fishcharlie,979,2026-01-23T18:43:48Z,,0,Time Spent/Duration for Copilot Chat,509,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,289990,2026-02-04T11:33:16.362658,0,11
https://github.com/microsoft/vscode/issues/289989,,2026-01-23T18:39:02Z,HopperTech,980,2026-01-23T18:40:36Z,,0,Chat consistently changes to a different terminal to run commands,724,"<!-- Please search existing issues to avoid creating duplicates -->
<!-- Please attach logs to help ...",open,Issue,289989,2026-02-04T11:33:16.362666,1,11
https://github.com/microsoft/vscode/issues/289983,,2026-01-23T18:07:18Z,timheuer,981,2026-01-26T09:51:25Z,,0,Keep my custom agent mode selected,1490,"
Type: <b>Bug</b>

I have a custom agent that I like to use. Each time I open a new workspace/reload...",open,Issue,289983,2026-02-04T11:33:16.362674,1,11
https://github.com/microsoft/vscode/issues/289980,,2026-01-23T17:50:12Z,amunger,982,2026-01-23T17:51:13Z,,0,configure tools quick pick auto closes when scrolled,172,"
Steps to Reproduce:

1. create a new custom agent
2. click on `configure tools`
3. select built in,...",open,Issue,289980,2026-02-04T11:33:16.362683,2,11
https://github.com/microsoft/vscode/issues/289978,,2026-01-23T17:46:52Z,digitarald,983,2026-01-23T17:47:00Z,"polish, chat-custom-modes",2,"Clarify that Custom Agent descriptions primarily inform orchestrator usage, not for users",191,"Unoptimized _descriptions_ will lead to custom agents being over or under-utilized in subagents.

- ...",open,Issue,289978,2026-02-04T11:33:16.362694,0,11
https://github.com/microsoft/vscode/issues/289973,,2026-01-23T17:27:00Z,jfilcik,984,2026-01-30T10:54:25Z,"bug, info-needed, chat-background-agent",3,[Data loss] Background Agent created/removed git worktrees and deleted pending local changes after “Copy Changes”,9550,"
Type: <b>Bug</b>

Area
copilot • background-agent • worktree • data-loss
Environment

OS: Windows (...",open,Issue,289973,2026-02-04T11:33:16.362704,3,11
https://github.com/microsoft/vscode/issues/289972,,2026-01-23T17:23:56Z,BrechtCorbeel,985,2026-01-23T17:26:34Z,,0,multi device folders in workspace,652,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,289972,2026-02-04T11:33:16.362711,0,11
https://github.com/microsoft/vscode/issues/289970,,2026-01-23T17:15:15Z,nerdCopter,986,2026-01-23T18:53:26Z,"feature-request, model-picker",2,[feature request] COPILOT models drop-down -- display context and capabilities (and real-names),728,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,289970,2026-02-04T11:33:16.362720,1,11
https://github.com/microsoft/vscode/issues/289962,,2026-01-23T16:58:07Z,roblourens,987,2026-02-03T22:27:45Z,"bug, chat-terminal",2,Terminal commands not rendered properly from background & Claude agent,432,"Missing the color, and these two calls are still marked in progress even after they are done.

Many ...",open,Issue,289962,2026-02-04T11:33:16.362730,5,11
https://github.com/microsoft/vscode/issues/289944,,2026-01-23T15:58:54Z,yavanosta,988,2026-01-29T15:51:05Z,"under-discussion, NES, NES-ux",3,User needs to tab twice to accept completion suggestion if it was originally outside of viewport,1434,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: ht...",open,Issue,289944,2026-02-04T11:33:16.362740,0,11
https://github.com/microsoft/vscode/issues/289936,,2026-01-23T15:23:26Z,bpasero,989,2026-01-26T22:42:06Z,"debt, chat-agents-view",2,Weird `hasValidDiff` and `getAgentChangesSummary` checks,213,https://github.com/microsoft/vscode/blob/69390a65e700011802a47a50794113bab4eecc92/src/vs/workbench/c...,open,Issue,289936,2026-02-04T11:33:16.362750,3,11
https://github.com/microsoft/vscode/issues/289933,,2026-01-23T15:20:49Z,hediet,990,2026-01-26T08:48:32Z,"feature-request, inline-chat",2,"When there is text in the inline chat input, add selection to chat should become ""Send to active chat session"", send the text and submit",91,"![Image](https://github.com/user-attachments/assets/7c4e4d5e-9e9f-4dde-b53b-81841e14d96d)

...",open,Issue,289933,2026-02-04T11:33:16.362760,1,11
